Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs
64, 10700, 373, 10327, 92
64, 10704, 373, 10331, 510
64, 10704, 373, 10331, 514
64, 10712, 373, 10339, 501
64, 10728, 373, 10355, 511
64, 10776, 373, 10403, 612
64, 10776, 373, 10403, 624
64, 10527, 374, 10153, 188
64, 10527, 374, 10153, 83
64, 10534, 374, 10160, 285
64, 10726, 374, 10352, 119
64, 10774, 374, 10400, 622
64, 10565, 375, 10190, 197
64, 10609, 375, 10234, 603
64, 10625, 375, 10250, 583
64, 10706, 375, 10331, 510
64, 10714, 375, 10339, 609
64, 10730, 375, 10355, 383
64, 10724, 377, 10347, 600
64, 10533, 434, 10099, 574
64, 10789, 446, 10343, 509
64, 10548, 473, 10075, 503
64, 10578, 473, 10105, 194
64, 10580, 473, 10107, 596
64, 10589, 473, 10116, 202
64, 10593, 473, 10120, 513
64, 10597, 473, 10124, 107
64, 10599, 473, 10126, 291
64, 10609, 473, 10136, 164
64, 10617, 473, 10144, 750
64, 10619, 473, 10146, 951
64, 10620, 473, 10147, 200
64, 10620, 473, 10147, 221
64, 10621, 473, 10148, 251
64, 10622, 473, 10149, 267
64, 10625, 473, 10152, 562
64, 10626, 473, 10153, 493
64, 10628, 473, 10155, 186
64, 10628, 473, 10155, 186
64, 10628, 473, 10155, 186
64, 10630, 473, 10157, 668
64, 10634, 473, 10161, 593
64, 10636, 473, 10163, 540
64, 10640, 473, 10167, 720
64, 10645, 473, 10172, 758
64, 10648, 473, 10175, 821
64, 10649, 473, 10176, 187
64, 10649, 473, 10176, 457
64, 10650, 473, 10177, 458
64, 10651, 473, 10178, 222
64, 10652, 473, 10179, 496
64, 10653, 473, 10180, 184
64, 10654, 473, 10181, 208
64, 10654, 473, 10181, 590
64, 10656, 473, 10183, 161
64, 10656, 473, 10183, 167
64, 10656, 473, 10183, 638
64, 10665, 473, 10192, 726
64, 10676, 473, 10203, 382
64, 10677, 473, 10204, 175
64, 10682, 473, 10209, 621
64, 10691, 473, 10218, 257
64, 10693, 473, 10220, 211
64, 10694, 473, 10221, 205
64, 10697, 473, 10224, 539
64, 10714, 473, 10241, 541
64, 10714, 473, 10241, 651
64, 10716, 473, 10243, 505
64, 10723, 473, 10250, 87
64, 10748, 473, 10275, 742
64, 10573, 474, 10099, 227
64, 10617, 474, 10143, 557
64, 10635, 474, 10161, 662
64, 10645, 474, 10171, 685
64, 10648, 474, 10174, 426
64, 10672, 474, 10198, 147
64, 10707, 474, 10233, 614
64, 10610, 475, 10135, 647
64, 10642, 475, 10167, 155
64, 10647, 475, 10172, 853
64, 10665, 475, 10190, 778
64, 10668, 475, 10193, 222
64, 10716, 475, 10241, 284
64, 10731, 475, 10256, 544
64, 10607, 476, 10131, 355
64, 10774, 476, 10298, 190
64, 10630, 533, 10097, 231
64, 10611, 563, 10048, 675
64, 10611, 563, 10048, 709
64, 10651, 563, 10088, 551
64, 10662, 563, 10099, 677
64, 10665, 563, 10102, 763
64, 10675, 563, 10112, 461
64, 10676, 563, 10113, 512
64, 10617, 564, 10053, 538
64, 10619, 564, 10055, 849
64, 10657, 564, 10093, 513
64, 10674, 565, 10109, 696
64, 10675, 565, 10110, 682
64, 10679, 565, 10114, 786
64, 10630, 566, 10064, 265
64, 10615, 653, 9962, 595
64, 10639, 653, 9986, 498
64, 10671, 653, 10018, 173
64, 10678, 653, 10025, 168
64, 10678, 653, 10025, 174
64, 10621, 654, 9967, 169
64, 10661, 655, 10006, 92
64, 10631, 736, 9895, 579
64, 10632, 743, 9889, 598
64, 10637, 743, 9894, 179
64, 10642, 743, 9899, 628
64, 10649, 743, 9906, 223
64, 10681, 743, 9938, 600
64, 10645, 745, 9900, 177
64, 10670, 745, 9925, 171
64, 10644, 747, 9897, 183
64, 10635, 775, 9860, 580
64, 10643, 779, 9864, 580
64, 10648, 784, 9864, 167
64, 10651, 787, 9864, 173
64, 10631, 814, 9817, 107
64, 10640, 830, 9810, 636
64, 10627, 833, 9794, 167
64, 10649, 833, 9816, 641
64, 10650, 833, 9817, 187
64, 10690, 833, 9857, 208
64, 10705, 834, 9871, 582
64, 10643, 835, 9808, 596
64, 10652, 835, 9817, 265
64, 10648, 838, 9810, 509
64, 8185, 2745, 5440, 1652
64, 10060, 5132, 4928, 1285
64, 21082, 21082, 0, 21076
128, 11653, 67, 11586, 4159
128, 8225, 152, 8073, 29
128, 9774, 2328, 7446, 4346
128, 8229, 2809, 5420, 9
128, 9357, 4514, 4843, 394
128, 8662, 8651, 11, 2650
128, 9033, 9023, 10, 2136
128, 16433, 16423, 10, 5646
128, 16629, 16626, 3, 13237
128, 19550, 19538, 12, 18489
128, 20622, 20610, 12, 1908
256, 10434, 4384, 6050, 8477
256, 18204, 5922, 12282, 7173
1024, 8465, 6446, 2019, 6032
1024, 8490, 6475, 2015, 7647
1024, 8522, 6524, 1998, 7730
1024, 9585, 7654, 1931, 6252
