298	16 962 9337 139
299	16 962 9462 179
300	16 962 9515 138
301	16 962 9829 147
302	16 964 9159 119
303	16 964 9391 184
304	16 964 9456 95
305	16 965 9456 172
306	16 965 9563 150
307	16 966 9513 151
308	16 967 9142 103
309	16 967 9183 115
310	16 967 9545 147
311	16 968 9299 132
312	16 968 9325 186
313	16 968 9333 135
314	16 968 9395 72
315	16 968 9399 174
316	16 968 9462 138
317	16 968 9555 143
318	16 970 9301 138
319	16 971 9114 160
320	16 971 9180 121
321	16 971 9214 182
322	16 971 9258 141
323	16 971 9285 71
324	16 971 9518 155
325	16 971 9638 112
326	16 971 9753 160
327	16 972 9114 149
328	16 972 9138 153
329	16 972 9359 155
330	16 972 9528 68
331	16 972 9644 250
332	16 973 9377 202
333	16 973 9540 167
334	16 974 9214 98
335	16 974 9344 191
336	16 975 9241 203
337	16 975 9501 185
338	16 975 9522 152
339	16 976 9530 105
340	16 976 9550 129
341	16 976 9661 107
342	16 977 9266 114
343	16 977 9292 101
344	16 977 9343 135
345	16 977 9396 159
346	16 977 9497 104
347	16 977 9597 141
348	16 977 9627 109
349	16 978 9226 131
350	16 978 9373 156
351	16 978 9455 92
352	16 978 9502 197
353	16 978 9586 73
354	16 979 9159 285
355	16 979 9217 100
356	16 979 9320 119
357	16 979 9549 157
358	16 979 9640 153
359	16 980 9112 150
360	16 980 9606 160
361	16 980 9744 182
362	16 981 9332 104
363	16 981 9334 130
364	16 982 9804 153
365	16 983 9182 160
366	16 983 9384 201
367	16 983 9628 152
368	16 984 9025 136
369	16 984 9368 190
370	16 984 9525 182
371	16 985 9563 174
372	16 986 9232 182
373	16 986 9339 133
374	16 987 9115 163
375	16 987 9348 221
376	16 988 9294 194
377	16 988 9544 137
378	16 988 9701 124
379	16 989 9184 150
380	16 989 9238 89
381	16 989 9278 184
382	16 989 9456 175
383	16 989 9652 198
384	16 990 9074 138
385	16 990 9233 143
386	16 991 9192 165
387	16 991 9375 128
388	16 991 9611 211
389	16 992 9297 143
390	16 992 9318 141
391	16 993 9631 136
392	16 994 9306 150
393	16 994 9349 214
394	16 994 9531 132
395	16 995 9142 154
396	16 995 9245 132
397	16 995 9406 175
398	16 995 9677 168
399	16 995 9753 165
400	16 997 9390 120
401	16 997 9400 120
402	16 997 9429 169
403	16 997 9593 74
404	16 997 9607 180
405	16 998 9192 46
406	16 998 9218 168
407	16 998 9254 119
408	16 998 9312 157
409	16 1000 9377 105
410	16 1000 9437 162
411	16 1000 9481 164
412	16 1000 9577 179
413	16 1001 9099 125
414	16 1001 9200 198
415	16 1001 9402 116
416	16 1001 9547 125
417	16 1001 9570 152
418	16 1001 9736 163
419	16 1002 9728 157
420	16 1003 9447 156
421	16 1003 9549 127
422	16 1004 9087 177
423	16 1004 9172 43
424	16 1004 9260 176
425	16 1005 9238 90
426	16 1005 9323 115
427	16 1005 9463 182
428	16 1006 9359 124
429	16 1006 9532 161
430	16 1007 9082 148
431	16 1007 9103 120
432	16 1007 9231 166
433	16 1007 9239 122
434	16 1007 9652 168
435	16 1008 9334 147
436	16 1009 9143 145
437	16 1009 9317 124
438	16 1009 9475 185
439	16 1009 9503 172
440	16 1009 9588 162
441	16 1009 9709 204
442	16 1010 9157 149
443	16 1010 9262 149
444	16 1011 9237 191
445	16 1012 9206 126
446	16 1012 9410 88
447	16 1013 9299 167
448	16 1014 9541 215
449	16 1014 9542 127
450	16 1016 9551 151
451	16 1017 9113 88
452	16 1017 9172 152
453	16 1017 9360 119
454	16 1018 9197 235
455	16 1018 9355 140
456	16 1019 9070 150
457	16 1020 9410 110
458	16 1020 9429 184
459	16 1020 9594 177
460	16 1021 9067 141
461	16 1021 9140 128
462	16 1021 9299 154
463	16 1021 9345 183
464	16 1021 9364 170
465	16 1021 9559 121
466	16 1022 9087 106
467	16 1022 9099 168
468	16 1022 9336 219
469	16 1022 9368 188
470	16 1023 9113 150
471	16 1023 9200 115
472	16 1023 9229 149
473	16 1023 9309 143
474	16 1024 9079 108
475	16 1024 9120 116
476	16 1024 9143 187
477	16 1024 9516 131
478	16 1024 9545 67
479	16 1025 9251 136
480	16 1025 9271 145
481	16 1025 9426 146
482	16 1025 9595 190
483	16 1026 9029 180
484	16 1026 9207 149
485	16 1026 9234 152
486	16 1026 9245 170
487	16 1026 9286 154
488	16 1027 9194 108
489	16 1027 9448 160
490	16 1027 9488 174
491	16 1028 9081 75
492	16 1028 9226 138
493	16 1028 9266 88
494	16 1029 9101 123
495	16 1030 9488 133
496	16 1031 9538 166
497	16 1031 9553 130
498	16 1032 9272 114
499	16 1032 9411 141
500	16 1032 9542 149
501	16 1033 9171 167
502	16 1033 9198 164
503	16 1033 9213 175
504	16 1033 9224 179
505	16 1033 9244 162
506	16 1033 9334 178
507	16 1033 9536 163
508	16 1034 9042 115
509	16 1034 9065 139
510	16 1034 9116 160
511	16 1035 9159 136
512	16 1035 9222 199
513	16 1035 9224 148
514	16 1035 9331 153
515	16 1035 9379 93
516	16 1035 9532 178
517	16 1036 9057 116
518	16 1036 9127 174
519	16 1037 9110 115
520	16 1037 9165 123
521	16 1037 9214 102
522	16 1037 9219 106
523	16 1038 9310 194
524	16 1039 9150 102
525	16 1039 9250 195
526	16 1040 9120 173
527	16 1040 9175 129
528	16 1040 9187 119
529	16 1041 9066 162
530	16 1041 9226 157
531	16 1041 9669 167
532	16 1042 9268 169
533	16 1042 9276 101
534	16 1042 9766 193
535	16 1043 9234 186
536	16 1044 9621 144
537	16 1045 9492 124
538	16 1045 9529 104
539	16 1045 9535 97
540	16 1046 9130 202
541	16 1046 9302 114
542	16 1046 9378 150
543	16 1046 9468 186
544	16 1048 9237 142
545	16 1048 9349 169
546	16 1048 9494 225
547	16 1049 9039 172
548	16 1049 9091 122
549	16 1049 9238 159
550	16 1049 9492 135
551	16 1049 9527 169
552	16 1050 9144 136
553	16 1050 9348 207
554	16 1050 9389 109
555	16 1050 9391 166
556	16 1050 9391 209
557	16 1050 9446 107
558	16 1050 9652 117
559	16 1051 9110 134
560	16 1051 9269 162
561	16 1052 8951 137
562	16 1052 9019 136
563	16 1052 9309 144
564	16 1053 8975 185
565	16 1053 9050 194
566	16 1053 9202 154
567	16 1054 9077 136
568	16 1054 9135 144
569	16 1054 9266 153
570	16 1054 9281 172
571	16 1054 9312 198
572	16 1054 9477 164
573	16 1054 8927 136
574	16 1055 9207 89
575	16 1055 9323 148
576	16 1056 9013 134
577	16 1056 9140 151
578	16 1056 9478 169
579	16 1057 9140 188
580	16 1057 9164 164
581	16 1058 9153 140
582	16 1058 9520 190
583	16 1059 9146 197
584	16 1059 9159 163
585	16 1059 9354 155
586	16 1060 9159 181
587	16 1060 9161 87
588	16 1060 9454 206
589	16 1061 8972 205
590	16 1061 9229 135
591	16 1061 9523 215
592	16 1062 9366 137
593	16 1063 9040 120
594	16 1063 9219 171
595	16 1063 9236 184
596	16 1063 9441 265
597	16 1064 9022 102
598	16 1064 9143 104
599	16 1064 9186 189
600	16 1065 9359 132
601	16 1066 8963 142
602	16 1066 8971 67
603	16 1066 9105 159
604	16 1066 9445 141
605	16 1067 9083 160
606	16 1067 9151 158
607	16 1067 9156 61
608	16 1067 9157 156
609	16 1067 9203 205
610	16 1067 9566 156
611	16 1069 9186 183
612	16 1069 9449 148
613	16 1069 9675 227
614	16 1070 9201 180
615	16 1071 9321 125
616	16 1071 9660 205
617	16 1071 9798 143
618	16 1072 9397 134
619	16 1072 9663 163
620	16 1072 9716 228
621	16 1072 8877 64
622	16 1072 8906 135
623	16 1073 9094 162
624	16 1073 9291 195
625	16 1074 9143 138
626	16 1075 9083 207
627	16 1075 9141 172
628	16 1075 9234 162
629	16 1075 9506 148
630	16 1076 9137 193
631	16 1077 9007 118
632	16 1077 9499 113
633	16 1078 9215 159
634	16 1078 9377 147
635	16 1079 9059 92
636	16 1079 9490 116
637	16 1079 9791 137
638	16 1081 9072 204
639	16 1082 9112 114
640	16 1082 9426 162
641	16 1083 9120 115
642	16 1083 9287 115
643	16 1084 8940 109
644	16 1084 9519 227
645	16 1085 8936 220
646	16 1085 9167 144
647	16 1085 9742 174
648	16 1086 9145 211
649	16 1086 9209 237
650	16 1086 9273 121
651	16 1086 9399 177
652	16 1087 9008 118
653	16 1087 9371 173
654	16 1087 9522 342
655	16 1088 9116 178
656	16 1089 8907 167
657	16 1090 8952 144
658	16 1090 9276 155
659	16 1090 9607 178
660	16 1091 9763 174
661	16 1092 8963 92
662	16 1092 9021 190
663	16 1092 9137 98
664	16 1093 9499 174
665	16 1094 9131 145
666	16 1094 9436 173
667	16 1095 9051 129
668	16 1095 9401 169
669	16 1095 9705 253
670	16 1096 9098 128
671	16 1097 9035 170
672	16 1097 9129 131
673	16 1097 9143 168
674	16 1097 9143 184
675	16 1097 9249 235
676	16 1098 9158 188
677	16 1098 9300 190
678	16 1098 8881 152
679	16 1100 9042 139
680	16 1100 9170 147
681	16 1100 9435 180
682	16 1100 9550 141
683	16 1101 9307 175
684	16 1102 8902 191
685	16 1105 9206 123
686	16 1106 9363 113
687	16 1107 8918 145
688	16 1107 9042 159
689	16 1108 9317 135
690	16 1108 9740 154
691	16 1109 8957 150
692	16 1109 9278 175
693	16 1110 9089 98
694	16 1110 9120 125
695	16 1111 9202 155
696	16 1112 8901 176
697	16 1112 9035 149
698	16 1112 9685 199
699	16 1112 8864 133
700	16 1113 9503 245
701	16 1113 9523 211
702	16 1114 9037 194
703	16 1116 9040 130
704	16 1116 9091 181
705	16 1116 9227 41
706	16 1117 9008 123
707	16 1117 9047 71
708	16 1117 9049 180
709	16 1117 9222 73
710	16 1118 9017 177
711	16 1118 9029 114
712	16 1118 9044 183
713	16 1119 9040 145
714	16 1119 9093 226
715	16 1119 9102 90
716	16 1119 9442 189
717	16 1119 8878 131
718	16 1120 9258 177
719	16 1120 9422 152
720	16 1121 9003 196
721	16 1122 8908 144
722	16 1122 8928 132
723	16 1122 9087 166
724	16 1123 9365 280
725	16 1124 8879 153
726	16 1124 8931 145
727	16 1124 8966 153
728	16 1125 8955 171
729	16 1125 9072 141
730	16 1125 9148 135
731	16 1125 9188 114
732	16 1125 9663 162
733	16 1126 9223 160
734	16 1126 9363 131
735	16 1126 9639 199
736	16 1126 9701 199
737	16 1127 8986 256
738	16 1127 9257 190
739	16 1127 9590 189
740	16 1128 8969 143
741	16 1129 8924 185
742	16 1129 8973 116
743	16 1129 9075 139
744	16 1129 9162 180
745	16 1130 9037 137
746	16 1130 9094 211
747	16 1130 9256 213
748	16 1131 9068 82
749	16 1132 8912 104
750	16 1132 9108 209
751	16 1133 8888 90
752	16 1133 9069 174
753	16 1133 9108 195
754	16 1133 9113 125
755	16 1134 9066 166
756	16 1134 9207 149
757	16 1136 8880 138
758	16 1136 8907 117
759	16 1136 9235 117
760	16 1136 9408 151
761	16 1137 9066 177
762	16 1137 9155 219
763	16 1138 9134 160
764	16 1138 9174 115
765	16 1139 9083 159
766	16 1139 9094 157
767	16 1139 9337 222
768	16 1139 9579 148
769	16 1139 9631 165
770	16 1140 9046 160
771	16 1140 9142 107
772	16 1140 9233 224
773	16 1141 9261 170
774	16 1142 8897 210
775	16 1143 9234 187
776	16 1144 9156 180
777	16 1145 8990 150
778	16 1145 9122 140
779	16 1145 9301 161
780	16 1145 9332 195
781	16 1145 9598 164
782	16 1147 8891 127
783	16 1147 9003 68
784	16 1147 9257 125
785	16 1148 9199 126
786	16 1148 9407 199
787	16 1149 8926 149
788	16 1149 9365 171
789	16 1150 8866 164
790	16 1150 9296 141
791	16 1153 8852 155
792	16 1154 8871 150
793	16 1154 8898 144
794	16 1155 8945 92
795	16 1155 9003 146
796	16 1156 9354 261
797	16 1157 9065 146
798	16 1157 9346 166
799	16 1157 8840 155
800	16 1158 8896 158
801	16 1158 9151 173
802	16 1158 9185 195
803	16 1158 9209 161
804	16 1160 9028 174
805	16 1160 9263 197
806	16 1161 8991 169
807	16 1162 8848 161
808	16 1162 8980 78
809	16 1163 9015 256
810	16 1164 8971 164
811	16 1165 9051 189
812	16 1166 8984 73
813	16 1166 8832 215
814	16 1167 8937 232
815	16 1167 8940 180
816	16 1168 8855 145
817	16 1168 9165 150
818	16 1168 9299 188
819	16 1169 9051 122
820	16 1169 9064 207
821	16 1170 8908 172
822	16 1170 8931 162
823	16 1172 9007 184
824	16 1172 9116 173
825	16 1172 9404 177
826	16 1173 8935 199
827	16 1174 9010 210
828	16 1174 9101 268
829	16 1176 9003 269
830	16 1178 9008 166
831	16 1179 9052 62
832	16 1181 8835 135
833	16 1181 8973 142
834	16 1182 8834 191
835	16 1182 8852 301
836	16 1183 8920 160
837	16 1184 8903 188
838	16 1184 9228 176
839	16 1186 9007 117
840	16 1186 9137 204
841	16 1187 9267 177
842	16 1187 8742 63
843	16 1188 8959 184
844	16 1188 8978 153
845	16 1188 8793 142
846	16 1189 9056 152
847	16 1189 9577 99
848	16 1189 8680 166
849	16 1189 8808 242
850	16 1191 9018 199
851	16 1191 8803 201
852	16 1192 8852 214
853	16 1192 8874 107
854	16 1193 9007 189
855	16 1195 8816 166
856	16 1195 8931 186
857	16 1195 9032 186
858	16 1195 9153 165
859	16 1198 8849 155
860	16 1198 9187 197
861	16 1201 8816 149
862	16 1201 8903 145
863	16 1201 9184 143
864	16 1202 8906 182
865	16 1203 9080 174
866	16 1203 9160 129
867	16 1204 8978 175
868	16 1205 9171 259
869	16 1205 8748 241
870	16 1206 9239 103
871	16 1207 8825 175
872	16 1207 8915 198
873	16 1208 8932 70
874	16 1208 9089 234
875	16 1210 8890 142
876	16 1210 9212 141
877	16 1210 8753 163
878	16 1211 8781 161
879	16 1212 9053 204
880	16 1215 8796 134
881	16 1215 8915 167
882	16 1215 9066 225
883	16 1217 8760 100
884	16 1218 9019 291
885	16 1219 8713 133
886	16 1220 8966 191
887	16 1220 9360 195
888	16 1221 8989 182
889	16 1223 9350 162
890	16 1223 8767 134
891	16 1224 8645 188
892	16 1225 8874 142
893	16 1225 9154 143
894	16 1227 8907 155
895	16 1227 9144 180
896	16 1228 9248 176
897	16 1228 8675 235
898	16 1229 9143 176
899	16 1230 8731 157
900	16 1231 9005 166
901	16 1233 8843 102
902	16 1234 8894 203
903	16 1234 9292 120
904	16 1234 9315 120
905	16 1236 8842 136
906	16 1237 8848 198
907	16 1237 9020 143
908	16 1238 9237 143
909	16 1239 9016 145
910	16 1240 9075 167
911	16 1243 9237 118
912	16 1244 8853 112
913	16 1244 8904 178
914	16 1244 8755 161
915	16 1245 9102 183
916	16 1245 8753 130
917	16 1247 9268 180
918	16 1248 9182 58
919	16 1250 8815 92
920	16 1250 9236 167
921	16 1251 8870 215
922	16 1254 9156 87
923	16 1256 8881 152
924	16 1256 9315 206
925	16 1257 8785 215
926	16 1258 8791 183
927	16 1258 8555 191
928	16 1260 8998 159
929	16 1261 9235 212
930	16 1262 8843 160
931	16 1262 8925 170
932	16 1264 9173 272
933	16 1264 8600 150
934	16 1265 9075 171
935	16 1266 8848 198
936	16 1267 8859 143
937	16 1267 8860 137
938	16 1268 8882 211
939	16 1271 8838 242
940	16 1272 9024 202
941	16 1276 8718 130
942	16 1277 8720 147
943	16 1280 8769 232
944	16 1281 8844 165
945	16 1282 8887 189
946	16 1283 8660 139
947	16 1284 8795 103
948	16 1286 9005 151
949	16 1294 8918 271
950	16 1300 8616 98
951	16 1302 8949 171
952	16 1302 9153 171
953	16 1302 9176 173
954	16 1303 8720 91
955	16 1306 8912 156
956	16 1307 8797 144
957	16 1309 8671 237
958	16 1312 8609 140
959	16 1313 8569 112
960	16 1314 8942 225
961	16 1315 8637 194
962	16 1316 8739 188
963	16 1317 8750 171
964	16 1317 8609 151
965	16 1317 8638 136
966	16 1319 8737 126
967	16 1321 8744 121
968	16 1327 8612 108
969	16 1328 8879 157
970	16 1333 8634 228
971	16 1338 9054 133
972	16 1340 8512 132
973	16 1348 8709 247
974	16 1354 8859 156
975	16 1360 8529 184
976	16 1365 8493 210
977	16 1371 8569 217
978	16 1379 8790 165
979	16 1379 8582 292
980	16 1382 8515 197
981	16 1383 8649 165
982	16 1383 8510 230
983	16 1387 8459 126
984	16 1391 8464 184
985	16 1395 8629 155
986	16 1409 9006 296
987	16 1411 8500 158
988	16 1415 8583 192
989	16 1426 8521 211
990	16 1457 8524 195
991	16 1466 8874 321
992	16 1468 8368 245
993	16 1480 8292 173
994	16 1484 8268 182
995	16 1497 8333 184
996	16 1540 8325 207
997	8192 18707 0 2323
998	8192 18707 0 2323
999	8192 18707 0 6273
1000	8192 18707 0 6273
