Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs, Valid_Ptrs
16, 10179, 1176, 9003, 269
16, 10186, 1178, 9008, 166
16, 10231, 1179, 9052, 62
16, 10016, 1181, 8835, 135
16, 10154, 1181, 8973, 142
16, 10016, 1182, 8834, 191
16, 10034, 1182, 8852, 301
16, 10103, 1183, 8920, 160
16, 10087, 1184, 8903, 188
16, 10412, 1184, 9228, 176
16, 10193, 1186, 9007, 117
16, 10323, 1186, 9137, 204
16, 10454, 1187, 9267, 177
16, 9929, 1187, 8742, 63
16, 10147, 1188, 8959, 184
16, 10166, 1188, 8978, 153
16, 9981, 1188, 8793, 142
16, 10245, 1189, 9056, 152
16, 10766, 1189, 9577, 99
16, 9869, 1189, 8680, 166
16, 9997, 1189, 8808, 242
16, 10209, 1191, 9018, 199
16, 9994, 1191, 8803, 201
16, 10044, 1192, 8852, 214
16, 10066, 1192, 8874, 107
16, 10200, 1193, 9007, 189
16, 10011, 1195, 8816, 166
16, 10126, 1195, 8931, 186
16, 10227, 1195, 9032, 186
16, 10348, 1195, 9153, 165
16, 10047, 1198, 8849, 155
16, 10385, 1198, 9187, 197
16, 10017, 1201, 8816, 149
16, 10104, 1201, 8903, 145
16, 10385, 1201, 9184, 143
16, 10108, 1202, 8906, 182
16, 10283, 1203, 9080, 174
16, 10363, 1203, 9160, 129
16, 10182, 1204, 8978, 175
16, 10376, 1205, 9171, 259
16, 9953, 1205, 8748, 241
16, 10445, 1206, 9239, 103
16, 10032, 1207, 8825, 175
16, 10122, 1207, 8915, 198
16, 10140, 1208, 8932, 70
16, 10297, 1208, 9089, 234
16, 10100, 1210, 8890, 142
16, 10422, 1210, 9212, 141
16, 9963, 1210, 8753, 163
16, 9992, 1211, 8781, 161
16, 10265, 1212, 9053, 204
16, 10011, 1215, 8796, 134
16, 10130, 1215, 8915, 167
16, 10281, 1215, 9066, 225
16, 9977, 1217, 8760, 100
16, 10237, 1218, 9019, 291
16, 9932, 1219, 8713, 133
16, 10186, 1220, 8966, 191
16, 10580, 1220, 9360, 195
16, 10210, 1221, 8989, 182
16, 10573, 1223, 9350, 162
16, 9990, 1223, 8767, 134
16, 9869, 1224, 8645, 188
16, 10099, 1225, 8874, 142
16, 10379, 1225, 9154, 143
16, 10134, 1227, 8907, 155
16, 10371, 1227, 9144, 180
16, 10476, 1228, 9248, 176
16, 9903, 1228, 8675, 235
16, 10372, 1229, 9143, 176
16, 9961, 1230, 8731, 157
16, 10236, 1231, 9005, 166
16, 10076, 1233, 8843, 102
16, 10128, 1234, 8894, 203
16, 10526, 1234, 9292, 120
16, 10549, 1234, 9315, 120
16, 10078, 1236, 8842, 136
16, 10085, 1237, 8848, 198
16, 10257, 1237, 9020, 143
16, 10475, 1238, 9237, 143
16, 10255, 1239, 9016, 145
16, 10315, 1240, 9075, 167
16, 10480, 1243, 9237, 118
16, 10097, 1244, 8853, 112
16, 10148, 1244, 8904, 178
16, 9999, 1244, 8755, 161
16, 10347, 1245, 9102, 183
16, 9998, 1245, 8753, 130
16, 10515, 1247, 9268, 180
16, 10430, 1248, 9182, 58
16, 10065, 1250, 8815, 92
16, 10486, 1250, 9236, 167
16, 10121, 1251, 8870, 215
16, 10410, 1254, 9156, 87
16, 10137, 1256, 8881, 152
16, 10571, 1256, 9315, 206
16, 10042, 1257, 8785, 215
16, 10049, 1258, 8791, 183
16, 9813, 1258, 8555, 191
16, 10258, 1260, 8998, 159
16, 10496, 1261, 9235, 212
16, 10105, 1262, 8843, 160
16, 10187, 1262, 8925, 170
16, 10437, 1264, 9173, 272
16, 9864, 1264, 8600, 150
16, 10340, 1265, 9075, 171
16, 10114, 1266, 8848, 198
16, 10126, 1267, 8859, 143
16, 10127, 1267, 8860, 137
16, 10150, 1268, 8882, 211
16, 10109, 1271, 8838, 242
16, 10296, 1272, 9024, 202
16, 9994, 1276, 8718, 130
16, 9997, 1277, 8720, 147
16, 10049, 1280, 8769, 232
16, 10125, 1281, 8844, 165
16, 10169, 1282, 8887, 189
16, 9943, 1283, 8660, 139
16, 10079, 1284, 8795, 103
16, 10291, 1286, 9005, 151
16, 10212, 1294, 8918, 271
16, 9916, 1300, 8616, 98
16, 10251, 1302, 8949, 171
16, 10455, 1302, 9153, 171
16, 10478, 1302, 9176, 173
16, 10023, 1303, 8720, 91
16, 10218, 1306, 8912, 156
16, 10104, 1307, 8797, 144
16, 9980, 1309, 8671, 237
16, 9921, 1312, 8609, 140
16, 9882, 1313, 8569, 112
16, 10256, 1314, 8942, 225
16, 9952, 1315, 8637, 194
16, 10055, 1316, 8739, 188
16, 10067, 1317, 8750, 171
16, 9926, 1317, 8609, 151
16, 9955, 1317, 8638, 136
16, 10056, 1319, 8737, 126
16, 10065, 1321, 8744, 121
16, 9939, 1327, 8612, 108
16, 10207, 1328, 8879, 157
16, 9967, 1333, 8634, 228
16, 10392, 1338, 9054, 133
16, 9852, 1340, 8512, 132
16, 10057, 1348, 8709, 247
16, 10213, 1354, 8859, 156
16, 9889, 1360, 8529, 184
16, 9858, 1365, 8493, 210
16, 9940, 1371, 8569, 217
16, 10169, 1379, 8790, 165
16, 9961, 1379, 8582, 292
16, 9897, 1382, 8515, 197
16, 10032, 1383, 8649, 165
16, 9893, 1383, 8510, 230
16, 9846, 1387, 8459, 126
16, 9855, 1391, 8464, 184
16, 10024, 1395, 8629, 155
16, 10415, 1409, 9006, 296
16, 9911, 1411, 8500, 158
16, 9998, 1415, 8583, 192
16, 9947, 1426, 8521, 211
16, 9981, 1457, 8524, 195
16, 10340, 1466, 8874, 321
16, 9836, 1468, 8368, 245
16, 9772, 1480, 8292, 173
16, 9752, 1484, 8268, 182
16, 9830, 1497, 8333, 184
16, 9865, 1540, 8325, 207
8192, 18707, 18707, 0, 2323
8192, 18707, 18707, 0, 2323
8192, 18707, 18707, 0, 6273
8192, 18707, 18707, 0, 6273
